,Province/State,Country/Region,Lat,Long,Date,Confirmed,Recovered,Deaths
11895,,Cuba,22.0,-80.0,2/17/20,0,0,0
11896,,Guyana,5.0,-58.75,2/17/20,0,0,0
11897,Australian Capital Territory,Australia,-35.4735,149.0124,2/17/20,0,0,0
11898,United Kingdom,United Kingdom,55.3781,-3.4360000000000004,2/17/20,9,8,0
11899,,Kazakhstan,48.0196,66.9237,2/17/20,0,0,0
11900,French Polynesia,France,-17.6797,149.4068,2/17/20,0,0,0
11901,,Cayman Islands,19.3133,-81.2546,2/17/20,0,0,0
11902,,Guadeloupe,16.265,-61.551,2/17/20,0,0,0
11903,Manitoba,Canada,53.7609,-98.8139,2/17/20,0,0,0
11904,Saskatchewan,Canada,52.9399,-106.4509,2/17/20,0,0,0
11905,,Ethiopia,9.145,40.4897,2/17/20,0,0,0
11906,,Sudan,12.8628,30.2176,2/17/20,0,0,0
11907,,Guinea,9.9456,-9.6966,2/17/20,0,0,0
11908,,Aruba,12.5211,-69.9683,2/17/20,0,0,0
11909,Grand Princess,Canada,37.6489,-122.6655,2/17/20,0,0,0
11910,,Kenya,-0.0236,37.9062,2/17/20,0,0,0
11911,,Antigua and Barbuda,17.0608,-61.7964,2/17/20,0,0,0
11912,Alabama,US,32.3182,-86.9023,2/17/20,0,0,0
11913,Fench Guiana,France,4.0,-53.0,2/17/20,0,0,0
11914,,Uruguay,-32.5228,-55.7658,2/17/20,0,0,0
11915,,Ghana,7.9465,-1.0232,2/17/20,0,0,0
11916,Puerto Rico,US,18.2208,-66.5901,2/17/20,0,0,0
11917,,Jersey,49.19,-2.11,2/17/20,0,0,0
11918,,Namibia,-22.9576,18.4904,2/17/20,0,0,0
11919,,Seychelles,-4.6796,55.492,2/17/20,0,0,0
11920,,Trinidad and Tobago,10.6918,-61.2225,2/17/20,0,0,0
11921,,Venezuela,6.4238,-66.5897,2/17/20,0,0,0
11922,,Curacao,12.1696,-68.99,2/17/20,0,0,0
11923,,Eswatini,-26.5225,31.4659,2/17/20,0,0,0
11924,,Gabon,-0.8037,11.6094,2/17/20,0,0,0
11925,,Guatemala,15.7835,-90.2308,2/17/20,0,0,0
11926,,Guernsey,49.45,-2.58,2/17/20,0,0,0
11927,,Mauritania,21.0079,10.9408,2/17/20,0,0,0
11928,,Rwanda,-1.9403,29.8739,2/17/20,0,0,0
11929,,Saint Lucia,13.9094,-60.9789,2/17/20,0,0,0
11930,,Saint Vincent and the Grenadines,12.9843,-61.2872,2/17/20,0,0,0
11931,,Suriname,3.9193,-56.0278,2/17/20,0,0,0
11932,"Virgin Islands, U.S.",US,18.3358,-64.8963,2/17/20,0,0,0
11933,,occupied Palestinian territory,31.9522,35.2332,2/17/20,0,0,0
11934,,Thailand,15.0,101.0,2/18/20,35,15,0
11935,,Japan,36.0,138.0,2/18/20,74,13,1
11936,,Singapore,1.2833,103.8333,2/18/20,81,29,0
11937,,Nepal,28.1667,84.25,2/18/20,1,1,0
11938,,Malaysia,2.5,112.5,2/18/20,22,13,0
11939,British Columbia,Canada,49.2827,-123.1207,2/18/20,5,0,0
11940,New South Wales,Australia,-33.8688,151.2093,2/18/20,4,4,0
11941,Victoria,Australia,-37.8136,144.9631,2/18/20,4,4,0
11942,Queensland,Australia,-28.0167,153.4,2/18/20,5,0,0
11943,,Cambodia,11.55,104.9167,2/18/20,1,1,0
11944,,Sri Lanka,7.0,81.0,2/18/20,1,1,0
11945,,Germany,51.0,9.0,2/18/20,16,12,0
11946,,Finland,64.0,26.0,2/18/20,1,1,0
11947,,United Arab Emirates,24.0,54.0,2/18/20,9,4,0
11948,,Philippines,13.0,122.0,2/18/20,3,1,1
11949,,India,21.0,78.0,2/18/20,3,3,0
11950,,Italy,43.0,12.0,2/18/20,3,0,0
11951,,Sweden,63.0,16.0,2/18/20,1,0,0
11952,,Spain,40.0,-4.0,2/18/20,2,2,0
11953,South Australia,Australia,-34.9285,138.6007,2/18/20,2,2,0
11954,,Belgium,50.8333,4.0,2/18/20,1,1,0
11955,,Egypt,26.0,30.0,2/18/20,1,0,0
11956,From Diamond Princess,Australia,35.4437,139.638,2/18/20,0,0,0
11957,,Lebanon,33.8547,35.8623,2/18/20,0,0,0
11958,,Iraq,33.0,44.0,2/18/20,0,0,0
11959,,Oman,21.0,57.0,2/18/20,0,0,0
11960,,Afghanistan,33.0,65.0,2/18/20,0,0,0
11961,,Bahrain,26.0275,50.55,2/18/20,0,0,0
11962,,Kuwait,29.5,47.75,2/18/20,0,0,0
11963,,Algeria,28.0339,1.6596,2/18/20,0,0,0
11964,,Croatia,45.1,15.2,2/18/20,0,0,0
11965,,Switzerland,46.8182,8.2275,2/18/20,0,0,0
11966,,Austria,47.5162,14.5501,2/18/20,0,0,0
11967,,Israel,31.0,35.0,2/18/20,0,0,0
11968,,Pakistan,30.3753,69.3451,2/18/20,0,0,0
11969,,Brazil,-14.235,-51.9253,2/18/20,0,0,0
11970,,Georgia,42.3154,43.3569,2/18/20,0,0,0
11971,,Greece,39.0742,21.8243,2/18/20,0,0,0
11972,,North Macedonia,41.6086,21.7453,2/18/20,0,0,0
11973,,Norway,60.472,8.4689,2/18/20,0,0,0
11974,,Romania,45.9432,24.9668,2/18/20,0,0,0
11975,,Estonia,58.5953,25.0136,2/18/20,0,0,0
11976,,Netherlands,52.1326,5.2913,2/18/20,0,0,0
11977,,San Marino,43.9424,12.4578,2/18/20,0,0,0
11978,,Belarus,53.7098,27.9534,2/18/20,0,0,0
11979,,Iceland,64.9631,-19.0208,2/18/20,0,0,0
11980,,Lithuania,55.1694,23.8813,2/18/20,0,0,0
11981,,Mexico,23.6345,-102.5528,2/18/20,0,0,0
11982,,New Zealand,-40.9006,174.886,2/18/20,0,0,0
11983,,Nigeria,9.082,8.6753,2/18/20,0,0,0
11984,Western Australia,Australia,-31.9505,115.8605,2/18/20,0,0,0
11985,,Ireland,53.1424,-7.6921,2/18/20,0,0,0
11986,,Luxembourg,49.8153,6.1296,2/18/20,0,0,0
11987,,Monaco,43.7333,7.4167,2/18/20,0,0,0
11988,,Qatar,25.3548,51.1839,2/18/20,0,0,0
11989,,Ecuador,-1.8312,-78.1834,2/18/20,0,0,0
11990,,Azerbaijan,40.1431,47.5769,2/18/20,0,0,0
11991,,Armenia,40.0691,45.0382,2/18/20,0,0,0
11992,,Dominican Republic,18.7357,-70.1627,2/18/20,0,0,0
11993,,Indonesia,-0.7893,113.9213,2/18/20,0,0,0
11994,,Portugal,39.3999,-8.2245,2/18/20,0,0,0
11995,,Andorra,42.5063,1.5218,2/18/20,0,0,0
11996,Tasmania,Australia,-41.4545,145.9707,2/18/20,0,0,0
11997,,Latvia,56.8796,24.6032,2/18/20,0,0,0
11998,,Morocco,31.7917,-7.0926,2/18/20,0,0,0
11999,,Saudi Arabia,24.0,45.0,2/18/20,0,0,0
12000,,Senegal,14.4974,-14.4524,2/18/20,0,0,0
12001,,Argentina,-38.4161,-63.6167,2/18/20,0,0,0
12002,,Chile,-35.6751,-71.543,2/18/20,0,0,0
12003,,Jordan,31.24,36.51,2/18/20,0,0,0
12004,,Ukraine,48.3794,31.1656,2/18/20,0,0,0
12005,,Hungary,47.1625,19.5033,2/18/20,0,0,0
12006,Northern Territory,Australia,-12.4634,130.8456,2/18/20,0,0,0
12007,,Liechtenstein,47.14,9.55,2/18/20,0,0,0
12008,,Poland,51.9194,19.1451,2/18/20,0,0,0
12009,,Tunisia,34.0,9.0,2/18/20,0,0,0
12010,,Bosnia and Herzegovina,43.9159,17.6791,2/18/20,0,0,0
12011,,Slovenia,46.1512,14.9955,2/18/20,0,0,0
12012,,South Africa,-30.5595,22.9375,2/18/20,0,0,0
12013,,Bhutan,27.5142,90.4336,2/18/20,0,0,0
12014,,Cameroon,3.8480000000000003,11.5021,2/18/20,0,0,0
12015,,Colombia,4.5709,-74.2973,2/18/20,0,0,0
12016,,Costa Rica,9.7489,-83.7534,2/18/20,0,0,0
12017,,Peru,-9.19,-75.0152,2/18/20,0,0,0
12018,,Serbia,44.0165,21.0059,2/18/20,0,0,0
12019,,Slovakia,48.669,19.699,2/18/20,0,0,0
12020,,Togo,8.6195,0.8248,2/18/20,0,0,0
12021,,French Guiana,3.9339,-53.1258,2/18/20,0,0,0
12022,,Malta,35.9375,14.3754,2/18/20,0,0,0
12023,,Martinique,14.6415,-61.0242,2/18/20,0,0,0
12024,,Bulgaria,42.7339,25.4858,2/18/20,0,0,0
12025,,Maldives,3.2028,73.2207,2/18/20,0,0,0
12026,,Bangladesh,23.685,90.3563,2/18/20,0,0,0
12027,,Paraguay,-23.4425,-58.4438,2/18/20,0,0,0
12028,Ontario,Canada,51.2538,-85.3232,2/18/20,3,1,0
12029,Alberta,Canada,53.9333,-116.5765,2/18/20,0,0,0
12030,Quebec,Canada,52.9399,-73.5491,2/18/20,0,0,0
12031,,Albania,41.1533,20.1683,2/18/20,0,0,0
12032,,Cyprus,35.1264,33.4299,2/18/20,0,0,0
12033,,Brunei,4.5353,114.7277,2/18/20,0,0,0
12034,Washington,US,47.4009,-121.4905,2/18/20,0,0,0
12035,New York,US,42.1657,-74.9481,2/18/20,0,0,0
12036,California,US,36.1162,-119.6816,2/18/20,0,0,0
12037,Massachusetts,US,42.2302,-71.5301,2/18/20,0,0,0
12038,Diamond Princess,US,35.4437,139.638,2/18/20,0,0,0
12039,Grand Princess,US,37.6489,-122.6655,2/18/20,0,0,0
12040,Georgia,US,33.0406,-83.6431,2/18/20,0,0,0
12041,Colorado,US,39.0598,-105.3111,2/18/20,0,0,0
12042,Florida,US,27.7663,-81.6868,2/18/20,0,0,0
12043,New Jersey,US,40.2989,-74.521,2/18/20,0,0,0
12044,Oregon,US,44.571999999999996,-122.0709,2/18/20,0,0,0
12045,Texas,US,31.0545,-97.5635,2/18/20,0,0,0
12046,Illinois,US,40.3495,-88.9861,2/18/20,0,0,0
12047,Pennsylvania,US,40.5908,-77.2098,2/18/20,0,0,0
12048,Iowa,US,42.0115,-93.2105,2/18/20,0,0,0
12049,Maryland,US,39.0639,-76.8021,2/18/20,0,0,0
12050,North Carolina,US,35.6301,-79.8064,2/18/20,0,0,0
12051,South Carolina,US,33.8569,-80.945,2/18/20,0,0,0
12052,Tennessee,US,35.7478,-86.6923,2/18/20,0,0,0
12053,Virginia,US,37.7693,-78.17,2/18/20,0,0,0
12054,Arizona,US,33.7298,-111.4312,2/18/20,0,0,0
12055,Indiana,US,39.8494,-86.2583,2/18/20,0,0,0
12056,Kentucky,US,37.6681,-84.6701,2/18/20,0,0,0
12057,District of Columbia,US,38.8974,-77.0268,2/18/20,0,0,0
12058,Nevada,US,38.3135,-117.0554,2/18/20,0,0,0
12059,New Hampshire,US,43.4525,-71.5639,2/18/20,0,0,0
12060,Minnesota,US,45.6945,-93.9002,2/18/20,0,0,0
12061,Nebraska,US,41.1254,-98.2681,2/18/20,0,0,0
12062,Ohio,US,40.3888,-82.7649,2/18/20,0,0,0
12063,Rhode Island,US,41.6809,-71.5118,2/18/20,0,0,0
12064,Wisconsin,US,44.2685,-89.6165,2/18/20,0,0,0
12065,Connecticut,US,41.5978,-72.7554,2/18/20,0,0,0
12066,Hawaii,US,21.0943,-157.4983,2/18/20,0,0,0
12067,Oklahoma,US,35.5653,-96.9289,2/18/20,0,0,0
12068,Utah,US,40.15,-111.8624,2/18/20,0,0,0
12069,,Burkina Faso,12.2383,-1.5616,2/18/20,0,0,0
12070,,Holy See,41.9029,12.4534,2/18/20,0,0,0
12071,,Mongolia,46.8625,103.8467,2/18/20,0,0,0
12072,,Panama,8.538,-80.7821,2/18/20,0,0,0
12073,Kansas,US,38.5266,-96.7265,2/18/20,0,0,0
12074,Louisiana,US,31.1695,-91.8678,2/18/20,0,0,0
12075,Missouri,US,38.4561,-92.2884,2/18/20,0,0,0
12076,Vermont,US,44.0459,-72.7107,2/18/20,0,0,0
12077,Alaska,US,61.3707,-152.4044,2/18/20,0,0,0
12078,Arkansas,US,34.9697,-92.3731,2/18/20,0,0,0
12079,Delaware,US,39.3185,-75.5071,2/18/20,0,0,0
12080,Idaho,US,44.2405,-114.4788,2/18/20,0,0,0
12081,Maine,US,44.6939,-69.3819,2/18/20,0,0,0
12082,Michigan,US,43.3266,-84.5361,2/18/20,0,0,0
12083,Mississippi,US,32.7416,-89.6787,2/18/20,0,0,0
12084,Montana,US,46.9219,-110.4544,2/18/20,0,0,0
12085,New Mexico,US,34.8405,-106.2485,2/18/20,0,0,0
12086,North Dakota,US,47.5289,-99.78399999999999,2/18/20,0,0,0
12087,South Dakota,US,44.2998,-99.4388,2/18/20,0,0,0
12088,West Virginia,US,38.4912,-80.9545,2/18/20,0,0,0
12089,Wyoming,US,42.756,-107.3025,2/18/20,0,0,0
12090,Hubei,China,30.9756,112.2707,2/18/20,61682,9128,1921
12091,,Iran,32.0,53.0,2/18/20,0,0,0
12092,,"Korea, South",36.0,128.0,2/18/20,31,12,0
12093,France,France,46.2276,2.2137,2/18/20,12,4,1
12094,Guangdong,China,23.3417,113.4244,2/18/20,1328,565,4
12095,Henan,China,33.882,113.61399999999999,2/18/20,1257,522,19
12096,Zhejiang,China,29.1832,120.0934,2/18/20,1172,535,0
12097,Hunan,China,27.6104,111.7088,2/18/20,1007,527,4
12098,Anhui,China,31.8257,117.2264,2/18/20,982,361,6
12099,Jiangxi,China,27.614,115.7221,2/18/20,933,310,1
12100,Shandong,China,36.3427,118.1498,2/18/20,543,211,3
12101,Diamond Princess,Cruise Ship,35.4437,139.638,2/18/20,542,0,0
12102,Jiangsu,China,32.9711,119.455,2/18/20,629,280,0
12103,Chongqing,China,30.0572,107.874,2/18/20,555,254,5
12104,Sichuan,China,30.6171,102.7103,2/18/20,508,169,3
12105,Heilongjiang,China,47.861999999999995,127.7615,2/18/20,464,111,11
12106,Denmark,Denmark,56.2639,9.5018,2/18/20,0,0,0
12107,Beijing,China,40.1824,116.4142,2/18/20,387,122,4
12108,Shanghai,China,31.201999999999998,121.4491,2/18/20,333,177,1
12109,Hebei,China,39.549,116.1306,2/18/20,306,136,4
12110,Fujian,China,26.0789,117.9874,2/18/20,292,93,0
12111,Guangxi,China,23.8298,108.7881,2/18/20,242,69,2
12112,Shaanxi,China,35.1917,108.8701,2/18/20,240,89,0
12113,Yunnan,China,24.974,101.48700000000001,2/18/20,172,57,0
12114,Hainan,China,19.1959,109.7453,2/18/20,163,79,4
12115,Guizhou,China,26.8154,106.8748,2/18/20,146,66,2
12116,Tianjin,China,39.3054,117.323,2/18/20,128,48,3
12117,Shanxi,China,37.5777,112.2922,2/18/20,131,61,0
12118,Gansu,China,37.8099,101.0583,2/18/20,91,62,2
12119,Hong Kong,China,22.3,114.2,2/18/20,62,2,1
12120,Liaoning,China,41.2956,122.6085,2/18/20,121,53,1
12121,Jilin,China,43.6661,126.1923,2/18/20,89,36,1
12122,,Czechia,49.8175,15.472999999999999,2/18/20,0,0,0
12123,Xinjiang,China,41.1129,85.2401,2/18/20,76,12,1
12124,Inner Mongolia,China,44.0935,113.9448,2/18/20,73,8,0
12125,Ningxia,China,37.2692,106.1655,2/18/20,70,42,0
12126,,Taiwan*,23.7,121.0,2/18/20,22,2,1
12127,,Vietnam,16.0,108.0,2/18/20,16,7,0
12128,,Russia,60.0,90.0,2/18/20,2,2,0
12129,Qinghai,China,35.7452,95.9956,2/18/20,18,15,0
12130,Macau,China,22.1667,113.55,2/18/20,10,5,0
12131,,Moldova,47.4116,28.3699,2/18/20,0,0,0
12132,,Bolivia,-16.2902,-63.5887,2/18/20,0,0,0
12133,Faroe Islands,Denmark,61.8926,-6.9118,2/18/20,0,0,0
12134,St Martin,France,18.0708,-63.0501,2/18/20,0,0,0
12135,,Honduras,15.2,-86.2419,2/18/20,0,0,0
12136,Channel Islands,United Kingdom,49.3723,-2.3644,2/18/20,0,0,0
12137,New Brunswick,Canada,46.5653,-66.4619,2/18/20,0,0,0
12138,Tibet,China,31.6927,88.0924,2/18/20,1,1,0
12139,,Congo (Kinshasa),-4.0383,21.7587,2/18/20,0,0,0
12140,,Cote d'Ivoire,7.54,-5.5471,2/18/20,0,0,0
12141,Saint Barthelemy,France,17.9,-62.8333,2/18/20,0,0,0
12142,,Jamaica,18.1096,-77.2975,2/18/20,0,0,0
12143,,Reunion,-21.1151,55.5364,2/18/20,0,0,0
12144,,Turkey,38.9637,35.2433,2/18/20,0,0,0
12145,Gibraltar,United Kingdom,36.1408,-5.3536,2/18/20,0,0,0
12146,"Kitsap, WA",US,47.6477,-122.6413,2/18/20,0,0,0
12147,"Solano, CA",US,38.3105,-121.9018,2/18/20,0,0,0
12148,"Santa Cruz, CA",US,37.0454,-121.958,2/18/20,0,0,0
12149,"Napa, CA",US,38.5025,-122.2654,2/18/20,0,0,0
12150,"Ventura, CA",US,34.3705,-119.1391,2/18/20,0,0,0
12151,"Worcester, MA",US,42.4097,-71.8571,2/18/20,0,0,0
12152,"Gwinnett, GA",US,33.9191,-84.0167,2/18/20,0,0,0
12153,"DeKalb, GA",US,33.7956,-84.2279,2/18/20,0,0,0
12154,"Floyd, GA",US,37.5455,-82.7779,2/18/20,0,0,0
12155,"Fayette, GA",US,33.4502,-84.4803,2/18/20,0,0,0
12156,"Gregg, TX",US,32.4893,-94.8521,2/18/20,0,0,0
12157,"Monmouth, NJ",US,40.2589,-74.124,2/18/20,0,0,0
12158,"Burlington, NJ",US,40.0712,-74.8649,2/18/20,0,0,0
12159,"Camden, NJ",US,39.9259,-75.1196,2/18/20,0,0,0
12160,"Passaic, NJ",US,40.8568,-74.1285,2/18/20,0,0,0
12161,"Union, NJ",US,40.6976,-74.2632,2/18/20,0,0,0
12162,"Eagle, CO",US,39.6553,-106.8287,2/18/20,0,0,0
12163,"Larimer, CO",US,40.6956,-105.5943,2/18/20,0,0,0
12164,"Arapahoe, CO",US,39.6203,-104.3326,2/18/20,0,0,0
12165,"Gunnison, CO",US,38.5458,-106.9253,2/18/20,0,0,0
12166,"Kane, IL",US,41.9879,-88.4016,2/18/20,0,0,0
12167,"Monroe, PA",US,41.0458,-75.2479,2/18/20,0,0,0
12168,"Philadelphia, PA",US,39.9526,-75.1652,2/18/20,0,0,0
12169,"Norfolk, VA",US,36.8508,-76.2859,2/18/20,0,0,0
12170,"Arlington, VA",US,38.8816,-77.09100000000001,2/18/20,0,0,0
12171,"Spotsylvania, VA",US,38.2042,-77.6078,2/18/20,0,0,0
12172,"Loudoun, VA",US,39.0768,-77.6536,2/18/20,0,0,0
12173,"Prince George's, MD",US,38.7849,-76.8721,2/18/20,0,0,0
12174,"Pottawattamie, IA",US,41.3912,-95.4778,2/18/20,0,0,0
12175,"Camden, NC",US,34.2465,-80.607,2/18/20,0,0,0
12176,"Pima, AZ",US,32.0575,-111.6661,2/18/20,0,0,0
12177,"Noble, IN",US,41.4277,-85.355,2/18/20,0,0,0
12178,"Adams, IN",US,39.8522,-77.2865,2/18/20,0,0,0
12179,"Boone, IN",US,40.0106,-86.4997,2/18/20,0,0,0
12180,"Dane, WI",US,43.0186,-89.5498,2/18/20,0,0,0
12181,"Pierce, WI",US,44.7509,-92.3814,2/18/20,0,0,0
12182,"Cuyahoga, OH",US,41.4339,-81.6758,2/18/20,0,0,0
12183,"Weber, UT",US,41.2603,-111.9522,2/18/20,0,0,0
12184,"Bennington County, VT",US,43.0279,-73.135,2/18/20,0,0,0
12185,"Carver County, MN",US,44.8254,-93.7842,2/18/20,0,0,0
12186,"Charlotte County, FL",US,26.8946,-81.9098,2/18/20,0,0,0
12187,"Cherokee County, GA",US,34.2515,-84.4803,2/18/20,0,0,0
12188,"Collin County, TX",US,33.1795,-96.493,2/18/20,0,0,0
12189,"Jefferson County, KY",US,38.1938,-85.6435,2/18/20,0,0,0
12190,"Jefferson Parish, LA",US,29.6499,-90.1121,2/18/20,0,0,0
12191,"Shasta County, CA",US,40.7909,-121.8474,2/18/20,0,0,0
12192,"Spartanburg County, SC",US,34.8606,-81.9535,2/18/20,0,0,0
12193,"Harrison County, KY",US,38.4333,-84.3542,2/18/20,0,0,0
12194,"Johnson County, IA",US,41.6699,-91.5984,2/18/20,0,0,0
12195,"Berkshire County, MA",US,42.3118,-73.1822,2/18/20,0,0,0
12196,"Davidson County, TN",US,36.1343,-86.822,2/18/20,0,0,0
12197,"Douglas County, OR",US,43.1261,-123.2492,2/18/20,0,0,0
12198,"Fresno County, CA",US,36.9859,-119.2321,2/18/20,0,0,0
12199,"Harford County, MD",US,39.5839,-76.3637,2/18/20,0,0,0
12200,"Hendricks County, IN",US,39.8065,-86.5401,2/18/20,0,0,0
12201,"Hudson County, NJ",US,40.7453,-74.0535,2/18/20,0,0,0
12202,"Johnson County, KS",US,38.8454,-94.8521,2/18/20,0,0,0
12203,"Kittitas County, WA",US,47.175,-120.9319,2/18/20,0,0,0
12204,"Manatee County, FL",US,27.4799,-82.3452,2/18/20,0,0,0
12205,"Marion County, OR",US,44.8446,-122.5927,2/18/20,0,0,0
12206,"Okaloosa County, FL",US,30.5773,-86.6611,2/18/20,0,0,0
12207,"Polk County, GA",US,34.0132,-85.1479,2/18/20,0,0,0
12208,"Riverside County, CA",US,33.9533,-117.3961,2/18/20,0,0,0
12209,"Shelby County, TN",US,35.1269,-89.9253,2/18/20,0,0,0
12210,"St. Louis County, MO",US,38.6103,-90.4125,2/18/20,0,0,0
12211,"Suffolk County, NY",US,40.9849,-72.6151,2/18/20,0,0,0
12212,"Ulster County, NY",US,41.8586,-74.3118,2/18/20,0,0,0
12213,"Volusia County, FL",US,29.028000000000002,-81.0755,2/18/20,0,0,0
12214,"Fairfax County, VA",US,38.9085,-77.2405,2/18/20,0,0,0
12215,"Rockingham County, NH",US,42.9931,-71.0498,2/18/20,0,0,0
12216,"Washington, D.C.",US,38.9072,-77.0369,2/18/20,0,0,0
12217,"Montgomery County, PA",US,40.229,-75.3879,2/18/20,0,0,0
12218,"Alameda County, CA",US,37.6017,-121.7195,2/18/20,0,0,0
12219,"Broward County, FL",US,26.1901,-80.3659,2/18/20,0,0,0
12220,"Lee County, FL",US,26.663,-81.9535,2/18/20,0,0,0
12221,"Pinal County, AZ",US,32.8162,-111.2845,2/18/20,0,0,0
12222,"Rockland County, NY",US,41.1489,-73.983,2/18/20,0,0,0
12223,"Saratoga County, NY",US,43.0324,-73.936,2/18/20,0,0,0
12224,"Charleston County, SC",US,32.7957,-79.7848,2/18/20,0,0,0
12225,"Clark County, WA",US,45.7466,-122.5194,2/18/20,0,0,0
12226,"Cobb County, GA",US,33.8999,-84.5641,2/18/20,0,0,0
12227,"Davis County, UT",US,40.9629,-112.0953,2/18/20,0,0,0
12228,"El Paso County, CO",US,38.9108,-104.4723,2/18/20,0,0,0
12229,"Honolulu County, HI",US,21.307,-157.8584,2/18/20,0,0,0
12230,"Jackson County, OR ",US,42.3345,-122.7647,2/18/20,0,0,0
12231,"Jefferson County, WA",US,47.7425,-123.304,2/18/20,0,0,0
12232,"Kershaw County, SC",US,34.3672,-80.5883,2/18/20,0,0,0
12233,"Klamath County, OR",US,42.6953,-121.6142,2/18/20,0,0,0
12234,"Madera County, CA",US,37.2519,-119.6963,2/18/20,0,0,0
12235,"Pierce County, WA",US,47.0676,-122.1295,2/18/20,0,0,0
12236,"Tulsa County, OK",US,36.1593,-95.941,2/18/20,0,0,0
12237,"Douglas County, CO",US,39.2587,-104.9389,2/18/20,0,0,0
12238,"Providence County, RI",US,41.8882,-71.4774,2/18/20,0,0,0
12239,"Chatham County, NC",US,35.7211,-79.1781,2/18/20,0,0,0
12240,"Delaware County, PA",US,39.9078,-75.3879,2/18/20,0,0,0
12241,"Douglas County, NE",US,41.3148,-96.1951,2/18/20,0,0,0
12242,"Fayette County, KY",US,38.0606,-84.4803,2/18/20,0,0,0
12243,"Marion County, IN",US,39.8362,-86.1752,2/18/20,0,0,0
12244,"Middlesex County, MA",US,42.4672,-71.2874,2/18/20,0,0,0
12245,"Nassau County, NY",US,40.6546,-73.5594,2/18/20,0,0,0
12246,"Ramsey County, MN",US,44.9964,-93.0616,2/18/20,0,0,0
12247,"Washoe County, NV",US,40.5608,-119.6035,2/18/20,0,0,0
12248,"Wayne County, PA",US,41.6739,-75.2479,2/18/20,0,0,0
12249,"Yolo County, CA",US,38.7646,-121.9018,2/18/20,0,0,0
12250,"Santa Clara County, CA",US,37.3541,-121.9552,2/18/20,2,0,0
12251,"Clark County, NV",US,36.0796,-115.094,2/18/20,0,0,0
12252,"Fort Bend County, TX",US,29.5693,-95.8143,2/18/20,0,0,0
12253,"Grant County, WA",US,47.1981,-119.3732,2/18/20,0,0,0
12254,"Santa Rosa County, FL",US,30.769000000000002,-86.9824,2/18/20,0,0,0
12255,"Williamson County, TN",US,35.9179,-86.8622,2/18/20,0,0,0
12256,"New York County, NY",US,40.7128,-74.006,2/18/20,0,0,0
12257,"Montgomery County, MD",US,39.1547,-77.2405,2/18/20,0,0,0
12258,"Suffolk County, MA",US,42.3601,-71.0589,2/18/20,1,0,0
12259,"Denver County, CO",US,39.7392,-104.9903,2/18/20,0,0,0
12260,"Summit County, CO",US,39.5912,-106.064,2/18/20,0,0,0
12261,"Bergen County, NJ",US,40.9263,-74.077,2/18/20,0,0,0
12262,"Harris County, TX",US,29.7752,-95.3103,2/18/20,0,0,0
12263,"San Francisco County, CA",US,37.7749,-122.4194,2/18/20,0,0,0
12264,"Contra Costa County, CA",US,37.8534,-121.9018,2/18/20,0,0,0
12265,"Orange County, CA",US,33.7879,-117.8531,2/18/20,1,0,0
12266,"Norfolk County, MA",US,42.1767,-71.1449,2/18/20,0,0,0
12267,"Maricopa County, AZ",US,33.2918,-112.4291,2/18/20,1,0,0
12268,"Wake County, NC",US,35.8032,-78.5661,2/18/20,0,0,0
12269,"Westchester County, NY",US,41.122,-73.7949,2/18/20,0,0,0
12270,"Grafton County, NH",US,43.9088,-71.82600000000001,2/18/20,0,0,0
12271,"Hillsborough, FL",US,27.9904,-82.3018,2/18/20,0,0,0
12272,"Placer County, CA",US,39.0916,-120.8039,2/18/20,0,0,0
12273,"San Mateo, CA",US,37.563,-122.3255,2/18/20,0,0,0
12274,"Sonoma County, CA",US,38.578,-122.9888,2/18/20,0,0,0
12275,"Umatilla, OR",US,45.775,-118.7606,2/18/20,0,0,0
12276,"Fulton County, GA",US,33.8034,-84.3963,2/18/20,0,0,0
12277,"Washington County, OR",US,45.547,-123.1386,2/18/20,0,0,0
12278,"Snohomish County, WA",US,48.033,-121.8339,2/18/20,0,0,0
12279,"Humboldt County, CA",US,40.745,-123.8695,2/18/20,0,0,0
12280,"Sacramento County, CA",US,38.4747,-121.3542,2/18/20,0,0,0
12281,"San Diego County, CA",US,32.7157,-117.1611,2/18/20,2,0,0
12282,"San Benito, CA",US,36.5761,-120.9876,2/18/20,2,0,0
12283,"Los Angeles, CA",US,34.0522,-118.2437,2/18/20,1,0,0
12284,"King County, WA",US,47.6062,-122.3321,2/18/20,1,1,0
12285,"Cook County, IL",US,41.7377,-87.6976,2/18/20,2,2,0
12286,"Skagit, WA",US,48.4242,-121.7114,2/18/20,0,0,0
12287,"Thurston, WA",US,46.8646,-122.7696,2/18/20,0,0,0
12288,"Island, WA",US,48.1976,-122.5795,2/18/20,0,0,0
12289,"Whatcom, WA",US,48.8787,-121.9719,2/18/20,0,0,0
12290,"Marin, CA",US,38.0834,-122.7633,2/18/20,0,0,0
12291,"Calaveras, CA",US,38.196,-120.6805,2/18/20,0,0,0
12292,"Stanislaus, CA",US,37.5091,-120.9876,2/18/20,0,0,0
12293,"San Joaquin, CA",US,36.6066,-120.189,2/18/20,0,0,0
12294,"Essex, MA",US,42.632,-70.7829,2/18/20,0,0,0
12295,"Charlton, GA",US,30.7917,-82.0843,2/18/20,0,0,0
12296,"Collier, FL",US,26.07,-81.4279,2/18/20,0,0,0
